Ident;Straßenschlüssel;Straßenname;Ungerade Hausnummer von;Ungerade Hausnummer bis;Gerade Hausnummer von;Gerade Hausnummer bis;Stadtbezirk/Ortschaft;Gemarkung;Statistischer Bezirk;Finanzamtsbereich;PLZ;Bundestagswahlkreis;Landtagswahlkreis;Kommunalwahlkreis
0152;13023;"Altnaußlitz                        ";"    ";"    ";"    ";"    ";"Cotta               ";"Naußlitz                 ";944  Naußlitz-Süd;"Süd ";01159;159;"  ";"  "
0153;11160;"Altnickern                         ";"    ";"    ";"    ";"    ";"Prohlis             ";"Nickern                  ";743  Nickern;"Süd ";01239;158;"  ";"  "
0154;14401;"Altnossener Straße                 ";"1   ";"21k ";"2   ";"36  ";"Gompitz             ";"Gompitz                  ";991  Gompitz;"Süd ";01156;159;"  ";"  "
0155;14401;"Altnossener Straße                 ";"23  ";"87  ";"38  ";"70  ";"Gompitz             ";"Pennrich                 ";993  Pennrich;"Süd ";01156;159;"  ";"  "
0156;14160;"Altomsewitz                        ";"    ";"    ";"    ";"    ";"Cotta               ";"Omsewitz                 ";985  Alt-Omsewitz;"Süd ";01157;159;"  ";"  "
0157;14034;"Altonaer Straße                    ";"    ";"    ";"    ";"    ";"Altstadt            ";"Dresden-Friedrichstadt   ";051  Friedrichst.(Löbtauer Str);"Süd ";01159;158;"  ";"  "
0158;11064;"Altpestitz                         ";"    ";"    ";"    ";"    ";"Plauen              ";"Kleinpestitz             ";845  Altmockritz/Altpestitz;"Süd ";01217;158;"  ";"  "
0159;03023;"Altpieschen                        ";"    ";"    ";"    ";"    ";"Pieschen            ";"Pieschen                 ";214  Pieschen-Süd(Altpieschen);Nord;01127;159;"  ";"  "
0160;12063;"Altplauen                          ";"1   ";"27  ";"    ";"    ";"Plauen              ";"Plauen                   ";866  Plauen(Kantstr);"Süd ";01187;158;"  ";"  "
0161;12063;"Altplauen                          ";"    ";"    ";"2   ";"20  ";"Plauen              ";"Plauen                   ";865  Plauen(Müllerbrunnenstr);"Süd ";01187;158;"  ";"  "
0162;14501;"Altpodemus                         ";"    ";"    ";"    ";"    ";"Mobschatz           ";"Podemus                  ";909  Merbitz/Podemus;"Süd ";01156;159;"  ";"  "
0163;11042;"Alträcknitz                        ";"    ";"    ";"    ";"    ";"Plauen              ";"Räcknitz                 ";831  Räcknitz(Alträcknitz);"Süd ";01217;158;"  ";"  "
0164;10113;"Altreick                           ";"1   ";"23  ";"    ";"    ";"Prohlis             ";"Reick                    ";774  Reick(Mügelner Str);"Süd ";01237;158;"  ";"  "
0165;10113;"Altreick                           ";"    ";"    ";"16  ";"26  ";"Prohlis             ";"Reick                    ";773  Reick(Lübbenauer Str);"Süd ";01237;158;"  ";"  "
0166;07078;"Altrochwitz                        ";"    ";"    ";"    ";"    ";"Loschwitz           ";"Rochwitz                 ";428  Rochwitz;Nord;01326;159;"  ";"  "
0167;13107;"Altroßthal                         ";"    ";"    ";"    ";"    ";"Cotta               ";"Roßthal                  ";946  Niedergorbitz/Roßthal;"Süd ";01169;159;"  ";"  "
0168;09092;"Altseidnitz                        ";"    ";"    ";"    ";"    ";"Blasewitz           ";"Seidnitz                 ";566  Seidnitz(Altseidnitz);"Süd ";01277;158;"  ";"  "
0169;07150;"Altsöbrigen                        ";"    ";"    ";"    ";"    ";"Loschwitz           ";"Söbrigen                 ";435  Söbrigen;Nord;01326;159;"  ";"  "
0170;09229;"Altsporbitz                        ";"    ";"    ";"    ";"    ";"Leuben              ";"Sporbitz                 ";646  Sporbitz;"Süd ";01259;158;"  ";"  "
0171;14173;"Altstetzsch                        ";"    ";"    ";"    ";"    ";"Cotta               ";"Stetzsch                 ";981  Stetzsch;"Süd ";01157;159;"  ";"  "
0172;10026;"Altstrehlen                        ";"1   ";"13  ";"    ";"    ";"Prohlis             ";"Strehlen                 ";761  Strehlen(August-Bebel-Str);"Süd ";01219;158;"  ";"  "
0173;10026;"Altstrehlen                        ";"    ";"    ";"2   ";"10  ";"Prohlis             ";"Strehlen                 ";762  Strehlen(Rayskistr);"Süd ";01219;158;"  ";"  "
0174;08087;"Altstriesen                        ";"    ";"    ";"    ";"    ";"Blasewitz           ";"Striesen                 ";546  Striesen-West(Altstriesen);"Süd ";01309;158;"  ";"  "
0175;09122;"Alttolkewitz                       ";"    ";"    ";"    ";"    ";"Leuben              ";"Tolkewitz                ";621  Laubegast-Nord/Alttolkewitz;"Süd ";01279;158;"  ";"  "
0176;11146;"Alttorna                           ";"    ";"    ";"    ";"    ";"Prohlis             ";"Torna                    ";751  Torna;"Süd ";01239;158;"  ";"  "
0177;03046;"Alttrachau                         ";"    ";"    ";"    ";"    ";"Pieschen            ";"Trachau                  ";221  Trachau-Süd(Alttrachau);Nord;01139;159;"  ";"  "
0178;01013;"Altübigau                          ";"    ";"    ";"    ";"    ";"Pieschen            ";"Übigau                   ";227  Übigau;Nord;01139;159;"  ";"  "
0179;07096;"Altwachwitz                        ";"    ";"    ";"    ";"    ";"Loschwitz           ";"Wachwitz                 ";414  Wachwitz;Nord;01326;159;"  ";"  "
0180;05311;"Altweixdorf                        ";"1   ";"31  ";"2   ";"    ";"Weixdorf            ";"Weixdorf                 ";351  Weixdorf;Nord;01108;159;"  ";"  "
0181;05311;"Altweixdorf                        ";"    ";"    ";"2a  ";"    ";"Weixdorf            ";"Lausa                    ";354  Alt-Lausa/Friedersdorf;Nord;01108;159;"  ";"  "
0182;05311;"Altweixdorf                        ";"    ";"    ";"4   ";"10a ";"Weixdorf            ";"Weixdorf                 ";351  Weixdorf;Nord;01108;159;"  ";"  "
0183;05311;"Altweixdorf                        ";"    ";"    ";"12  ";"18  ";"Weixdorf            ";"Gomlitz                  ";351  Weixdorf;Nord;01108;159;"  ";"  "
0184;05311;"Altweixdorf                        ";"    ";"    ";"18a ";"46  ";"Weixdorf            ";"Weixdorf                 ";351  Weixdorf;Nord;01108;159;"  ";"  "
0185;04039;"Altwilschdorf                      ";"    ";"    ";"    ";"    ";"Klotzsche           ";"Wilschdorf               ";321  Wilschdorf;Nord;01109;159;"  ";"  "
0186;04048;"Altwilschdorfer Weg                ";"    ";"    ";"    ";"    ";"Klotzsche           ";"Wilschdorf               ";321  Wilschdorf;Nord;01109;159;"  ";"  "
0187;13081;"Altwölfnitz                        ";"    ";"    ";"    ";"    ";"Cotta               ";"Wölfnitz                 ";942  Wölfnitz;"Süd ";01169;159;"  ";"  "
0188;05302;"Am Acker                           ";"    ";"    ";"    ";"    ";"Weixdorf            ";"Weixdorf                 ";351  Weixdorf;Nord;01108;159;"  ";"  "
0189;07303;"Am Alten Bahndamm                  ";"    ";"    ";"    ";"    ";"Schönfeld-Weißig    ";"Weißig                   ";454  Weißig (Hauptstr.);Nord;01328;159;"  ";"  "
0190;09317;"Am Alten Elbarm                    ";"    ";"    ";"    ";"    ";"Leuben              ";"Leuben                   ";612  Leuben(Stephensonstr);"Süd ";01257;158;"  ";"  "
0191;13103;"Am Altfrankener Park               ";"    ";"    ";"    ";"    ";"Cotta               ";"Gorbitz                  ";946  Niedergorbitz/Roßthal;"Süd ";01169;159;"  ";"  "
0192;09058;"Am Anfang                          ";"    ";"    ";"    ";"    ";"Blasewitz           ";"Gruna                    ";573  Gruna(Gartenheimallee);"Süd ";01277;158;"  ";"  "
0193;10133;"Am Anger                           ";"1   ";"31  ";"2   ";"12  ";"Prohlis             ";"Prohlis                  ";711  Prohlis-Nord(Dohnaer Pl);"Süd ";01237;158;"  ";"  "
0194;10133;"Am Anger                           ";"33  ";"43  ";"14  ";"22  ";"Prohlis             ";"Prohlis                  ";712  Prohlis-Nord(Am Anger);"Süd ";01237;158;"  ";"  "
0195;12133;"Am Bahndamm                        ";"    ";"    ";"    ";"    ";"Plauen              ";"Gittersee                ";853  Gittersee;"Süd ";01189;158;"  ";"  "
0196;06117;"Am Bauernbusch                     ";"1   ";"7   ";"2   ";"8   ";"Loschwitz           ";"Bühlau                   ";425  Bühlau(Neukircher Str);Nord;01324;159;"  ";"  "
0197;06117;"Am Bauernbusch                     ";"11  ";"23  ";"12  ";"22  ";"Loschwitz           ";"Bühlau                   ";424  Bühlau(Neubühlauer Str);Nord;01324;159;"  ";"  "
0198;14505;"Am Berg                            ";"    ";"    ";"    ";"    ";"Mobschatz           ";"Mobschatz                ";906  Mobschatz;"Süd ";01156;159;"  ";"  "
0199;07312;"Am Bergblick                       ";"    ";"    ";"    ";"    ";"Schönfeld-Weißig    ";"Weißig                   ";455  Weißig (Bergstr.);Nord;01328;159;"  ";"  "
0200;11034;"Am Beutlerpark                     ";"1   ";"3a  ";"2   ";"4   ";"Plauen              ";"Dresden-Altstadt 2       ";823  Südvs.-Ost(Lukasplatz);"Süd ";01217;158;"  ";"  "
0201;11034;"Am Beutlerpark                     ";"5   ";"9   ";"6   ";"10  ";"Plauen              ";"Dresden-Altstadt 2       ";824  Südvs.-Ost(Ackermannstr);"Süd ";01217;158;"  ";"  "
0202;05085;"Am Biedersberg                     ";"    ";"    ";"    ";"    ";"Klotzsche           ";"Hellerau                 ";323  Hellerau(Festspielhaus);Nord;01109;159;"  ";"  "
0203;12137;"Am Birkenwäldchen                  ";"    ";"    ";"    ";"    ";"Plauen              ";"Gittersee                ";853  Gittersee;"Süd ";01189;158;"  ";"  "
0204;14298;"Am Bramschkontor                   ";"    ";"    ";"    ";"    ";"Altstadt            ";"Dresden-Friedrichstadt   ";053  Friedrichst.(Klinikum);"Süd ";01067;158;"  ";"  "
0205;06573;"Am Braugraben                      ";"    ";"    ";"    ";"    ";"Langebrück          ";"Langebrück               ";362  Langebrück-Süd;Nord;01465;159;"  ";"  "
0206;06180;"Am Brauhaus                        ";"    ";"    ";"    ";"    ";"Neustadt            ";"Dresden-Neustadt         ";123  Radeberger Vs.(Angelikastr);Nord;01099;159;"  ";"  "
0207;14279;"Am Briesnitzer Hang                ";"    ";"    ";"    ";"    ";"Cotta               ";"Briesnitz                ";983  Briesnitz-Nord;"Süd ";01157;159;"  ";"  "
0208;09226;"Am Brüchigt                        ";"    ";"    ";"    ";"    ";"Leuben              ";"Meußlitz                 ";633  Meußlitz;"Süd ";01259;158;"  ";"  "
0209;13085;"Am Brunnen                         ";"    ";"    ";"    ";"    ";"Cotta               ";"Gorbitz                  ";946  Niedergorbitz/Roßthal;"Süd ";01169;159;"  ";"  "
0210;07432;"Am Brunnen (SW)                    ";"    ";"    ";"    ";"    ";"Schönfeld-Weißig    ";"Pappritz                 ";463  Pappritz-Ost;Nord;01328;159;"  ";"  "
0211;14309;"Am Burgberg                        ";"    ";"    ";"    ";"    ";"Cossebaude          ";"Niederwartha             ";904  Niederwartha;"Süd ";01156;159;"  ";"  "
0212;11175;"Am Burgwall                        ";"    ";"    ";"    ";"    ";"Prohlis             ";"Lockwitz                 ";742  Lockwitz;"Süd ";01257;158;"  ";"  "
0213;04070;"Am Buscherberg                     ";"    ";"    ";"    ";"    ";"Klotzsche           ";"Wilschdorf               ";321  Wilschdorf;Nord;01109;159;"  ";"  "
0214;11102;"Am Dachsberg                       ";"    ";"    ";"    ";"    ";"Prohlis             ";"Leubnitz-Neuostra        ";755  Leubnitz(Altleubnitz);"Süd ";01219;158;"  ";"  "
0215;10096;"Am Dahlienheim                     ";"    ";"    ";"    ";"    ";"Leuben              ";"Leuben                   ";615  Leuben(Altleuben);"Süd ";01257;158;"  ";"  "
0216;13054;"Am Dölzschgraben                   ";"    ";"    ";"    ";"    ";"Cotta               ";"Dölzschen                ";945  Dölzschen;"Süd ";01187;159;"  ";"  "
0217;07324;"Am Dorfende                        ";"    ";"    ";"    ";"    ";"Schönfeld-Weißig    ";"Weißig                   ";455  Weißig (Bergstr.);Nord;01328;159;"  ";"  "
0218;05101;"Am Dorffrieden                     ";"    ";"    ";"    ";"    ";"Klotzsche           ";"Hellerau                 ";324  Hellerau(Markt);Nord;01109;159;"  ";"  "
0219;07472;"Am Dorfplatz                       ";"    ";"    ";"    ";"    ";"Schönfeld-Weißig    ";"Helfenberg               ";465  Eichbusch/Helfenberg/Rockau;Nord;01328;159;"  ";"  "
0220;07433;"Am Dorfteich                       ";"    ";"    ";"    ";"    ";"Schönfeld-Weißig    ";"Pappritz                 ";463  Pappritz-Ost;Nord;01328;159;"  ";"  "
0221;11150;"Am Dorngraben                      ";"    ";"    ";"    ";"    ";"Prohlis             ";"Torna                    ";751  Torna;"Süd ";01239;158;"  ";"  "
0222;11140;"Am Eigenheimweg                    ";"    ";"    ";"    ";"    ";"Prohlis             ";"Leubnitz-Neuostra        ";752  Leubnitz(Leubnitzer Höhe);"Süd ";01219;158;"  ";"  "
0223;12103;"Am Eiswurmlager                    ";"1   ";"    ";"    ";"    ";"Cotta               ";"Dölzschen                ";945  Dölzschen;"Süd ";01189;159;"  ";"  "
0224;12103;"Am Eiswurmlager                    ";"3   ";"13  ";"2   ";"14  ";"Plauen              ";"Coschütz                 ";852  Coschütz-West;"Süd ";01189;158;"  ";"  "
0225;12103;"Am Eiswurmlager                    ";"15  ";"23  ";"16  ";"24  ";"Cotta               ";"Dölzschen                ";945  Dölzschen;"Süd ";01189;159;"  ";"  "
0226;07434;"Am Elbblick                        ";"    ";"    ";"    ";"    ";"Schönfeld-Weißig    ";"Pappritz                 ";462  Pappritz-West;Nord;01328;159;"  ";"  "
0227;11139;"Am Elbtalweg                       ";"    ";"    ";"    ";"    ";"Prohlis             ";"Leubnitz-Neuostra        ";752  Leubnitz(Leubnitzer Höhe);"Süd ";01219;158;"  ";"  "
0228;09075;"Am Ende                            ";"    ";"    ";"    ";"    ";"Blasewitz           ";"Gruna                    ";573  Gruna(Gartenheimallee);"Süd ";01277;158;"  ";"  "
0229;14403;"Am Erlengrund                      ";"    ";"    ";"    ";"    ";"Gompitz             ";"Zöllmen                  ";994  Zöllmen;"Süd ";01156;159;"  ";"  "
0230;05259;"Am Erlichberg                      ";"    ";"    ";"    ";"    ";"Klotzsche           ";"Hellerau                 ";322  Rähnitz;Nord;01109;159;"  ";"  "
0231;05300;"Am Erlicht                         ";"    ";"    ";"    ";"    ";"Weixdorf            ";"Marsdorf                 ";356  Marsdorf;Nord;01108;159;"  ";"  "
0232;14310;"Am Fährhaus                        ";"    ";"    ";"    ";"    ";"Cossebaude          ";"Niederwartha             ";904  Niederwartha;"Süd ";01156;159;"  ";"  "
0233;10150;"Am Feld                            ";"    ";"    ";"    ";"    ";"Prohlis             ";"Niedersedlitz            ";734  Niedersedlitz(Sosaer Str);"Süd ";01257;158;"  ";"  "
0234;05173;"Am Feldgehölz                      ";"    ";"    ";"    ";"    ";"Klotzsche           ";"Klotzsche                ";314  Klotzsche(Am Trobischberg);Nord;01109;159;"  ";"  "
0235;07371;"Am Feldrain (SW)                   ";"    ";"    ";"    ";"    ";"Schönfeld-Weißig    ";"Schönfeld                ";471  Schönfeld;Nord;01328;159;"  ";"  "
0236;10219;"Am Feldweg                         ";"    ";"    ";"    ";"    ";"Prohlis             ";"Großluga                 ";741  Luga;"Süd ";01259;158;"  ";"  "
0237;05175;"Am Festspielhaus                   ";"    ";"    ";"    ";"    ";"Klotzsche           ";"Hellerau                 ";323  Hellerau(Festspielhaus);Nord;01109;159;"  ";"  "
0238;12074;"Am Fichtepark                      ";"    ";"    ";"4   ";"    ";"Plauen              ";"Plauen                   ";868  Plauen(Hohenplauen);"Süd ";01187;158;"  ";"  "
0239;12074;"Am Fichtepark                      ";"U   ";"    ";"    ";"    ";"Plauen              ";"Plauen                   ";867  Plauen(Friedrich-Hegel-Str);"Süd ";01187;158;"  ";"  "
0240;05303;"Am Finkenschlag                    ";"    ";"    ";"    ";"    ";"Weixdorf            ";"Lausa                    ";352  Lausa-Fuchsberg;Nord;01108;159;"  ";"  "
0241;05247;"Am Flössertgraben                  ";"    ";"    ";"    ";"    ";"Klotzsche           ";"Klotzsche                ";314  Klotzsche(Am Trobischberg);Nord;01109;159;"  ";"  "
0242;05190;"Am Forsthaus                       ";"1   ";"31  ";"    ";"    ";"Klotzsche           ";"Dresdner Heide           ";342  Waldpark Klotzsche;Nord;01109;159;"  ";"  "
0243;05190;"Am Forsthaus                       ";"U   ";"    ";"    ";"    ";"Klotzsche           ";"Klotzsche                ";315  Klotzsche(Königswald-Süd);Nord;01109;159;"  ";"  "
0244;07106;"Am Friedenshang                    ";"    ";"    ";"    ";"    ";"Loschwitz           ";"Niederpoyritz            ";431  Niederpoyritz;Nord;01326;159;"  ";"  "
0245;05141;"Am Friedhof                        ";"    ";"    ";"    ";"    ";"Klotzsche           ";"Klotzsche                ";314  Klotzsche(Am Trobischberg);Nord;01109;159;"  ";"  "
0246;09324;"Am Fuchsbau                        ";"    ";"    ";"2   ";"10  ";"Leuben              ";"Leuben                   ";618  Leuben(Rottwerndorfer Str);"Süd ";01279;158;"  ";"  "
0247;09324;"Am Fuchsbau                        ";"U   ";"    ";"    ";"    ";"Leuben              ";"Laubegast                ";626  Laubegast(Kärntner Weg);"Süd ";01279;158;"  ";"  "
